"","Power","SFT.R.sq","slope","truncated.R.sq","mean.k.","median.k.","max.k."
"126",126,0.873816253565851,-0.520922539055308,0.929131314655458,313.142362315874,241.991379307833,897.202782945799
"127",127,0.873948101461328,-0.522510586762753,0.929871688041879,310.426255256169,239.698387673395,891.197854156324
"128",128,0.875118343014759,-0.526059711329964,0.931435070351851,307.750700604871,237.241609323259,885.268572390606
"129",129,0.876360643463599,-0.527970347227871,0.933053579057797,305.114818854299,234.998832466845,879.41347320937
"130",130,0.877486106913282,-0.530014342192522,0.933711867826861,302.517755673466,232.592978418554,873.63113083392
"131",131,0.876377719352563,-0.532499902830044,0.931997087652788,299.958681011536,230.246465357161,867.920156852561
"132",132,0.877576119242685,-0.535233609264575,0.933143836904104,297.436788239454,228.188924930956,862.279198979391
"133",133,0.880071947759033,-0.538830426409232,0.934246453225969,294.951293327868,226.009897039713,856.706939862995
"134",134,0.882953224552866,-0.541363824233209,0.936742364267507,292.501434059546,223.682610636947,851.202095942678
"135",135,0.884129780773088,-0.543681087497666,0.937592783154007,290.086469274625,221.507409053047,845.765761135871
"136",136,0.885936267497092,-0.546537523605514,0.93881555887449,287.705678147075,219.312680507939,840.428022835915
"137",137,0.88523280191563,-0.548397517519878,0.938121155983644,285.358359490899,217.300174245889,835.153877742267
"138",138,0.884775594774844,-0.55035011128926,0.938422498954459,283.043831094635,215.104317687731,829.942164017804
"139",139,0.885536436453119,-0.552311570581983,0.939323434645047,280.761429082822,212.952261496594,824.791748767927
"140",140,0.887572450832764,-0.555797932268085,0.940458242283924,278.510507303159,210.923460044583,819.701527126885
"141",141,0.889049298220299,-0.558145631490604,0.942255595125849,276.290436738158,208.870697780197,814.670421378952
"142",142,0.889905398700323,-0.561158738378671,0.942240563689964,274.100604940141,207.013726464084,809.697380112889
"143",143,0.889410898031204,-0.563456751942026,0.942355621107246,271.940415488522,205.224074983207,804.781377408229
"144",144,0.888001192475877,-0.565346679259194,0.941238973383622,269.809287468339,203.612385076929,799.921412051973
"145",145,0.888786232419636,-0.567526282708317,0.942056977726944,267.706654969064,201.790726659345,795.116506784373
"146",146,0.887688713838042,-0.569876384807672,0.941337752720301,265.631966602796,200.103135082072,790.365707572542
"147",147,0.889599439179512,-0.572804022974903,0.94263183036789,263.584685040939,198.464242842072,785.668082910678
"148",148,0.890176091481679,-0.574284534150592,0.943123032675872,261.564286568558,196.69328644119,781.022723145779
"149",149,0.890213847566594,-0.576935314690039,0.941954083021468,259.570260655621,194.924436703954,776.428739827741
"150",150,0.890968773279341,-0.579767620285721,0.941822274227533,257.602109544388,193.050753152027,771.885265082832
"151",151,0.891577460859902,-0.581830445621137,0.942446745321078,255.659347852231,191.382993198976,767.391451009535
"152",152,0.89133127228773,-0.583458724235478,0.94263861000174,253.741502189225,189.686232733594,762.94646909584
"153",153,0.892293246109649,-0.58508887437515,0.943172105420784,251.848110789864,187.987540377394,758.549509657092
"154",154,0.893716677528101,-0.587543481125437,0.944119685572838,249.978723158297,186.448213188774,754.19978129354
"155",155,0.894219371319453,-0.588996699252808,0.944416017142952,248.132899726507,184.862844072822,749.896510366786
"156",156,0.894178065826584,-0.591145450974081,0.944999190516541,246.310211524887,183.387391317239,745.638940494358
"157",157,0.895241082360146,-0.593538162506073,0.944973938896141,244.51023986468,181.803921411674,741.426332061683
"158",158,0.895518812811711,-0.594644541834973,0.945467777644663,242.732576031801,180.334892595191,737.257961750738
"159",159,0.897277350997019,-0.596614940982647,0.947591412766243,240.976820991554,178.952400647243,733.133122084738
